Date,NIFTY_Put_OI,NIFTY_Call_OI,NIFTY_Fut_OI,Total_Options_OI,PCR
2021-10-05,99137950.0,82949575.0,12791350.0,182087525.0,1.1952
2021-10-06,94486700.0,113073875.0,13635200.0,207560575.0,0.8356
2021-10-07,105346800.0,94128550.0,13115850.0,199475350.0,1.1192
2021-10-08,87756725.0,67481800.0,13691150.0,155238525.0,1.3005
2021-10-11,100751200.0,77281700.0,13540550.0,178032900.0,1.3037
2021-10-12,104639600.0,81737925.0,13827500.0,186377525.0,1.2802
2021-10-13,121128850.0,81154850.0,13869200.0,202283700.0,1.4926
2021-10-14,120401900.0,83561725.0,13738250.0,203963625.0,1.4409
2021-10-18,103015775.0,73236675.0,13923050.0,176252450.0,1.4066
2021-10-19,106254000.0,86250075.0,14068950.0,192504075.0,1.2319
2021-10-20,99822275.0,109161725.0,13482400.0,208984000.0,0.9144
2021-10-21,98740300.0,118746325.0,13010650.0,217486625.0,0.8315
2021-10-22,84768225.0,103578500.0,12788100.0,188346725.0,0.8184
2021-10-25,89959050.0,110259175.0,12871500.0,200218225.0,0.8159
2021-10-26,97319850.0,99726250.0,12599250.0,197046100.0,0.9759
2021-10-27,98212225.0,113919200.0,13101050.0,212131425.0,0.8621
2021-10-28,96073150.0,124132875.0,13553950.0,220206025.0,0.774
2021-10-29,74106375.0,99465350.0,11561600.0,173571725.0,0.745
2021-11-01,93654100.0,103629825.0,11560500.0,197283925.0,0.9037
2021-11-02,92906225.0,119621550.0,11104650.0,212527775.0,0.7767
2021-11-03,92462500.0,114742925.0,11208000.0,207205425.0,0.8058
2021-11-04,73217100.0,68014700.0,11230600.0,141231800.0,1.0765
2021-11-08,97158150.0,86972200.0,11487850.0,184130350.0,1.1171
2021-11-09,96699400.0,101090250.0,11129850.0,197789650.0,0.9566
2021-11-10,98465575.0,104690275.0,11404250.0,203155850.0,0.9405
2021-11-11,99683900.0,119501475.0,11962650.0,219185375.0,0.8342
2021-11-12,93072600.0,80379125.0,11317250.0,173451725.0,1.1579
2021-11-15,96699300.0,98033175.0,11502850.0,194732475.0,0.9864
2021-11-16,93794125.0,109470100.0,11601750.0,203264225.0,0.8568
2021-11-17,95129825.0,117241275.0,11766400.0,212371100.0,0.8114
2021-11-18,99455550.0,126730075.0,12116250.0,226185625.0,0.7848
2021-11-22,78101400.0,115798550.0,12332200.0,193899950.0,0.6745
2021-11-23,90430175.0,108028575.0,12297150.0,198458750.0,0.8371
2021-11-24,95798000.0,121965325.0,12634350.0,217763325.0,0.7855
2021-11-25,115160325.0,110464725.0,13303000.0,225625050.0,1.0425
2021-11-26,70291700.0,96736300.0,11486350.0,167028000.0,0.7266
2021-11-29,86947475.0,103045825.0,11559700.0,189993300.0,0.8438
2021-11-30,92385950.0,103764250.0,11968000.0,196150200.0,0.8903
2021-12-01,113960525.0,112513100.0,12394850.0,226473625.0,1.0129
2021-12-02,138373675.0,105246425.0,12541600.0,243620100.0,1.3148
2021-12-03,82386175.0,90967100.0,12011050.0,173353275.0,0.9057
2021-12-06,88534800.0,124010400.0,12363600.0,212545200.0,0.7139
2021-12-07,105196100.0,108383525.0,12175650.0,213579625.0,0.9706
2021-12-08,126561400.0,100269300.0,12146200.0,226830700.0,1.2622
2021-12-09,126338875.0,102087075.0,12686050.0,228425950.0,1.2376
2021-12-10,92799350.0,72360350.0,12211650.0,165159700.0,1.2825
2021-12-13,98298725.0,113774250.0,11926850.0,212072975.0,0.864
2021-12-14,104173375.0,124601325.0,12947200.0,228774700.0,0.8361
2021-12-15,106998550.0,135937400.0,13156350.0,242935950.0,0.7871
2021-12-16,112273175.0,135262325.0,11995100.0,247535500.0,0.83
2021-12-17,90647750.0,112948800.0,12248350.0,203596550.0,0.8026
2021-12-20,95191075.0,132781000.0,11936000.0,227972075.0,0.7169
2021-12-21,102353075.0,116858425.0,11441650.0,219211500.0,0.8759
2021-12-22,117252450.0,115557925.0,11418600.0,232810375.0,1.0147
2021-12-23,124011225.0,117580775.0,11630100.0,241592000.0,1.0547
2021-12-24,88243650.0,88190575.0,11958050.0,176434225.0,1.0006
2021-12-27,114971500.0,92218075.0,12368150.0,207189575.0,1.2467
2021-12-28,126043250.0,94009075.0,12431200.0,220052325.0,1.3408
2021-12-29,128319250.0,107734075.0,12312350.0,236053325.0,1.1911
2021-12-30,125639475.0,106714150.0,13190850.0,232353625.0,1.1773
2021-12-31,84040775.0,59528075.0,11167350.0,143568850.0,1.4118
2022-01-03,106001625.0,67718775.0,11549850.0,173720400.0,1.5653
2022-01-04,114980025.0,73015475.0,11483850.0,187995500.0,1.5747
2022-01-05,126252300.0,80963575.0,11609500.0,207215875.0,1.5594
2022-01-06,117971400.0,97073700.0,11378100.0,215045100.0,1.2153
2022-01-07,90554975.0,71998550.0,11485950.0,162553525.0,1.2577
2022-01-10,108369900.0,74821050.0,11819300.0,183190950.0,1.4484
2022-01-11,112654950.0,83298750.0,11295650.0,195953700.0,1.3524
2022-01-12,123132525.0,84996150.0,11346650.0,208128675.0,1.4487
2022-01-13,129348425.0,95563350.0,11653050.0,224911775.0,1.3535
2022-01-14,101177950.0,81076425.0,11525400.0,182254375.0,1.2479
2022-01-17,112084150.0,84407225.0,11724450.0,196491375.0,1.3279
2022-01-18,99256100.0,107655275.0,11265350.0,206911375.0,0.922
2022-01-19,101962450.0,131267575.0,10835350.0,233230025.0,0.7768
2022-01-20,110498150.0,144663125.0,10816750.0,255161275.0,0.7638
2022-01-21,87362200.0,100021625.0,11179950.0,187383825.0,0.8734
2022-01-24,90873575.0,136624750.0,12702850.0,227498325.0,0.6651
2022-01-25,100706025.0,117947325.0,12618300.0,218653350.0,0.8538
2022-01-27,117002875.0,130813675.0,14655150.0,247816550.0,0.8944
2022-01-28,70087125.0,76311550.0,11443300.0,146398675.0,0.9184
2022-01-31,80384350.0,88796700.0,10323750.0,169181050.0,0.9053
2022-02-01,103837025.0,107596550.0,10811100.0,211433575.0,0.9651
2022-02-02,117161325.0,101913500.0,10733550.0,219074825.0,1.1496
2022-02-03,110946825.0,129169850.0,11582400.0,240116675.0,0.8589
2022-02-04,83891550.0,93240625.0,10809300.0,177132175.0,0.8997
2022-02-07,91530775.0,130979325.0,11588900.0,222510100.0,0.6988
2022-02-08,100483475.0,130654650.0,11083350.0,231138125.0,0.7691
2022-02-09,117915300.0,117737000.0,10875000.0,235652300.0,1.0015
2022-02-10,137939050.0,112288200.0,10844450.0,250227250.0,1.2284
2022-02-11,98318125.0,90181800.0,10925250.0,188499925.0,1.0902
2022-02-14,97108375.0,127310150.0,11423350.0,224418525.0,0.7628
2022-02-15,116778025.0,117273650.0,11408450.0,234051675.0,0.9958
2022-02-16,118766475.0,122876100.0,11936900.0,241642575.0,0.9666
2022-02-17,126591825.0,128486350.0,12383800.0,255078175.0,0.9853
2022-02-18,96920275.0,87997400.0,12762950.0,184917675.0,1.1014
2022-02-21,107119975.0,100792500.0,12571400.0,207912475.0,1.0628
2022-02-22,115861050.0,114796975.0,12853050.0,230658025.0,1.0093
2022-02-23,124551425.0,137149625.0,13061450.0,261701050.0,0.9081
2022-02-24,116359075.0,155095450.0,15110650.0,271454525.0,0.7502
2022-02-25,89048500.0,87154725.0,12276100.0,176203225.0,1.0217
2022-02-28,108906800.0,102421675.0,13759950.0,211328475.0,1.0633
2022-03-02,113074700.0,134549900.0,15460600.0,247624600.0,0.8404
2022-03-03,118119850.0,143165650.0,15648400.0,261285500.0,0.8251
2022-03-04,84359100.0,99341250.0,16170200.0,183700350.0,0.8492
2022-03-07,86229725.0,124866625.0,16272250.0,211096350.0,0.6906
2022-03-08,104151200.0,138066325.0,17118700.0,242217525.0,0.7544
2022-03-09,120394800.0,130179600.0,17477950.0,250574400.0,0.9248
2022-03-10,123828175.0,140307725.0,16601700.0,264135900.0,0.8825
2022-03-11,94924750.0,92173150.0,17252600.0,187097900.0,1.0299
2022-03-14,115550100.0,102613500.0,17938850.0,218163600.0,1.1261
2022-03-15,115580675.0,129065700.0,17716600.0,244646375.0,0.8955
2022-03-16,133220125.0,125932550.0,16305200.0,259152675.0,1.0579
2022-03-17,154374000.0,124568225.0,16768950.0,278942225.0,1.2393
2022-03-21,110831175.0,127900825.0,16716300.0,238732000.0,0.8665
2022-03-22,126123250.0,124467025.0,17070800.0,250590275.0,1.0133
2022-03-23,121953075.0,143604825.0,16634750.0,265557900.0,0.8492
2022-03-24,136490900.0,149172425.0,16396150.0,285663325.0,0.915
2022-03-25,100903475.0,107560575.0,16279200.0,208464050.0,0.9381
2022-03-28,110633625.0,118395925.0,16510600.0,229029550.0,0.9344
2022-03-29,127507650.0,118247200.0,17181100.0,245754850.0,1.0783
2022-03-30,136657000.0,116831950.0,17994050.0,253488950.0,1.1697
2022-03-31,132333550.0,127445400.0,18623150.0,259778950.0,1.0384
2022-04-01,91345000.0,70444975.0,14233200.0,161789975.0,1.2967
2022-04-04,117644100.0,87365675.0,13178800.0,205009775.0,1.3466
2022-04-05,117828525.0,111551375.0,12823850.0,229379900.0,1.0563
2022-04-06,111327950.0,129623075.0,12021300.0,240951025.0,0.8589
2022-04-07,113373900.0,143791675.0,11893850.0,257165575.0,0.7885
2022-04-08,91969075.0,90896175.0,11597350.0,182865250.0,1.0118
2022-04-11,99763575.0,116491975.0,11115800.0,216255550.0,0.8564
2022-04-12,100197325.0,134143575.0,11375950.0,234340900.0,0.7469
2022-04-13,107980975.0,149632425.0,11803550.0,257613400.0,0.7216
2022-04-18,90691825.0,119944375.0,12250200.0,210636200.0,0.7561
2022-04-19,91040775.0,133345400.0,12147000.0,224386175.0,0.6827
2022-04-20,107406625.0,129969100.0,11054750.0,237375725.0,0.8264
2022-04-21,137382125.0,120898350.0,11987050.0,258280475.0,1.1363
2022-04-22,90195500.0,98752725.0,11652600.0,188948225.0,0.9133
2022-04-25,102697675.0,124198525.0,12361600.0,226896200.0,0.8269
2022-04-26,121778775.0,115347925.0,12406200.0,237126700.0,1.0558
2022-04-27,128987550.0,141543575.0,12067050.0,270531125.0,0.9113
2022-04-28,151920225.0,125297075.0,12971400.0,277217300.0,1.2125
2022-04-29,93666375.0,97626025.0,10617700.0,191292400.0,0.9594
2022-05-02,106194850.0,106773775.0,11139350.0,212968625.0,0.9946
2022-05-04,100929575.0,155745075.0,12979650.0,256674650.0,0.648
2022-05-05,117621825.0,162122525.0,12629700.0,279744350.0,0.7255
2022-05-06,85051725.0,114630450.0,13272850.0,199682175.0,0.742
2022-05-09,103439875.0,129887975.0,13567300.0,233327850.0,0.7964
2022-05-10,110253400.0,144303925.0,12893700.0,254557325.0,0.764
2022-05-11,113140600.0,162908825.0,13079400.0,276049425.0,0.6945
2022-05-12,116164900.0,184228125.0,13461750.0,300393025.0,0.6305
2022-05-13,86765250.0,119289075.0,12672700.0,206054325.0,0.7274
2022-05-16,96738975.0,133308775.0,12766450.0,230047750.0,0.7257
2022-05-17,132416450.0,118104075.0,12508800.0,250520525.0,1.1212
2022-05-18,126700875.0,145483325.0,12026600.0,272184200.0,0.8709
2022-05-19,125078100.0,175181275.0,12987650.0,300259375.0,0.714
2022-05-20,108139875.0,101209025.0,12165350.0,209348900.0,1.0685
2022-05-23,113350150.0,112416675.0,12316600.0,225766825.0,1.0083
2022-05-24,122227350.0,136030900.0,12870450.0,258258250.0,0.8985
2022-05-25,116445200.0,159021500.0,13888700.0,275466700.0,0.7323
2022-05-26,142008125.0,144694825.0,16190050.0,286702950.0,0.9814
2022-05-27,91380775.0,79927975.0,12817000.0,171308750.0,1.1433
2022-05-30,115558175.0,89988425.0,13180350.0,205546600.0,1.2841
2022-05-31,114853700.0,104206175.0,12085500.0,219059875.0,1.1022
2022-06-01,112935150.0,137224850.0,12052400.0,250160000.0,0.823
2022-06-02,150411575.0,124933800.0,12420050.0,275345375.0,1.2039
2022-06-03,89117975.0,92107800.0,11773950.0,181225775.0,0.9675
2022-06-06,101719875.0,108142050.0,12809200.0,209861925.0,0.9406
2022-06-07,97895600.0,126227100.0,12942900.0,224122700.0,0.7756
2022-06-08,106784000.0,148415200.0,12969100.0,255199200.0,0.7195
2022-06-09,145333250.0,134143000.0,13227800.0,279476250.0,1.0834
2022-06-10,97794150.0,111379700.0,13281850.0,209173850.0,0.878
2022-06-13,104813950.0,150344600.0,12895700.0,255158550.0,0.6972
2022-06-14,110928250.0,151481425.0,12824050.0,262409675.0,0.7323
2022-06-15,119828650.0,159345000.0,12763350.0,279173650.0,0.752
2022-06-16,125006375.0,207500400.0,13423100.0,332506775.0,0.6024
2022-06-17,101374025.0,134408600.0,13279250.0,235782625.0,0.7542
2022-06-20,120418750.0,148753475.0,13241500.0,269172225.0,0.8095
2022-06-21,142975125.0,132253500.0,13133550.0,275228625.0,1.0811
2022-06-22,132930475.0,163559300.0,14453700.0,296489775.0,0.8127
2022-06-23,146238900.0,149749175.0,14133250.0,295988075.0,0.9766
2022-06-24,103413600.0,99448850.0,14346800.0,202862450.0,1.0399
2022-06-27,120090800.0,116385300.0,13719100.0,236476100.0,1.0318
2022-06-28,129674150.0,132824550.0,15057300.0,262498700.0,0.9763
2022-06-29,143453750.0,136617400.0,14922150.0,280071150.0,1.05
2022-06-30,160941650.0,153822850.0,17063450.0,314764500.0,1.0463
2022-07-01,97527450.0,85312525.0,13436200.0,182839975.0,1.1432
2022-07-04,113188375.0,99770975.0,13822900.0,212959350.0,1.1345
2022-07-05,115989125.0,125281125.0,14134800.0,241270250.0,0.9258
2022-07-06,153499025.0,120423625.0,14274550.0,273922650.0,1.2747
2022-07-07,163134575.0,128969025.0,13351650.0,292103600.0,1.2649
2022-07-08,103068825.0,86237375.0,12717400.0,189306200.0,1.1952
2022-07-11,118791975.0,98277875.0,13738450.0,217069850.0,1.2087
2022-07-12,110675725.0,130231725.0,13982000.0,240907450.0,0.8498
2022-07-13,115875125.0,147797825.0,13897900.0,263672950.0,0.784
2022-07-14,139822075.0,155107625.0,14548500.0,294929700.0,0.9015
2022-07-15,106737675.0,88483375.0,14375650.0,195221050.0,1.2063
2022-07-18,129269675.0,94818825.0,13455300.0,224088500.0,1.3633
2022-07-19,139340975.0,103095975.0,14166950.0,242436950.0,1.3516
2022-07-20,148060275.0,105673775.0,12373450.0,253734050.0,1.4011
2022-07-21,168312775.0,113770475.0,13249900.0,282083250.0,1.4794
2022-07-22,117262500.0,82692575.0,12711850.0,199955075.0,1.4181
